product_id,product_name,category,sub_category,brand,unit_cost,selling_price,supplier_name,launch_date,product_status
471,Prestige Footwear Model-0471,Fashion,Footwear,Prestige,48044.04,70785.9,Supplier-027,2020-12-09,Active
472,LG Women Clothing Model-0472,Fashion,Women Clothing,LG,12253.0,18311.33,Supplier-003,2024-06-20,Active
473,Boat Household Essentials Model-0473,Grocery,Household Essentials,Boat,16100.79,21534.86,Supplier-017,2025-08-14,Active
474,LG Headphones Model-0474,Electronics,Headphones,LG,3485.1,3842.82,Supplier-044,2025-06-14,Active
475,Boat Packaged Food Model-0475,Grocery,Packaged Food,Boat,20429.44,22537.66,Supplier-044,2024-07-20,Active
476,Dell Football Model-0476,Sports,Football,Dell,22167.37,27559.44,Supplier-038,2022-02-06,Active
477,Puma Beverages Model-0477,Grocery,Beverages,Puma,31949.9,35861.59,Supplier-050,2025-07-16,Active
478,Lenovo Snacks Model-0478,Grocery,Snacks,Lenovo,42523.46,61269.06,Supplier-044,2025-12-25,Active
479,Whirlpool Sportswear Model-0479,Sports,Sportswear,Whirlpool,917.27,1432.07,Supplier-047,2025-09-26,Discontinued
480,Philips Sportswear Model-0480,Sports,Sportswear,Philips,3609.55,4003.79,Supplier-049,2022-02-14,Active
481,NEXUS Microwaves Model-0481,Home Appliances,Microwaves,NEXUS,25404.3,31339.95,Supplier-040,2023-10-01,Active
482,Nike Air Conditioners Model-0482,Home Appliances,Air Conditioners,Nike,38791.02,55752.77,Supplier-017,2023-08-09,Active
483,LG Washing Machines Model-0483,Home Appliances,Washing Machines,LG,46789.23,81445.06,Supplier-022,2020-04-02,Active
484,Boat Football Model-0484,Sports,Football,Boat,36855.76,62844.55,Supplier-043,2023-03-25,Active
485,Apple Snacks Model-0485,Grocery,Snacks,Apple,41513.49,56542.66,Supplier-022,2022-12-09,Active
486,NEXUS Refrigerators Model-0486,Home Appliances,Refrigerators,NEXUS,6467.65,11617.86,Supplier-048,2021-09-03,Active
487,Whirlpool Air Conditioners Model-0487,Home Appliances,Air Conditioners,Whirlpool,48764.07,86706.08,Supplier-012,2023-03-10,Active
488,Apple Snacks Model-0488,Grocery,Snacks,Apple,6225.11,10814.51,Supplier-030,2021-12-30,Active
489,Philips Beverages Model-0489,Grocery,Beverages,Philips,27653.21,36153.44,Supplier-003,2024-07-08,Active
490,Boat Makeup Model-0490,Beauty,Makeup,Boat,11222.01,17741.71,Supplier-022,2022-08-15,Active
491,LG Men Clothing Model-0491,Fashion,Men Clothing,LG,46773.31,51840.67,Supplier-009,2020-12-17,Active
492,Adidas Men Clothing Model-0492,Fashion,Men Clothing,Adidas,19272.51,23591.9,Supplier-012,2021-09-06,Active
493,Sony Fitness Equipment Model-0493,Sports,Fitness Equipment,Sony,8520.97,14869.71,Supplier-045,2020-12-10,Active
494,Boat Sportswear Model-0494,Sports,Sportswear,Boat,26770.24,46086.19,Supplier-004,2024-05-09,Active
495,Dell Accessories Model-0495,Electronics,Accessories,Dell,20508.59,36707.82,Supplier-010,2022-08-03,Active
496,Adidas Footwear Model-0496,Fashion,Footwear,Adidas,2061.55,3172.96,Supplier-013,2021-12-18,Active
497,Lenovo Smartphones Model-0497,Electronics,Smartphones,Lenovo,35409.0,52092.41,Supplier-043,2021-06-08,Active
498,Dell Footwear Model-0498,Fashion,Footwear,Dell,39337.27,59585.39,Supplier-015,2020-06-10,Active
499,Philips Smartphones Model-0499,Electronics,Smartphones,Philips,18612.63,29026.89,Supplier-032,2020-08-12,Active
500,Puma Beverages Model-0500,Grocery,Beverages,Puma,12806.71,21346.73,Supplier-025,2023-01-27,Discontinued
501,Prestige Men Clothing Model-0501,Fashion,Men Clothing,Prestige,6281.26,7509.52,Supplier-011,2023-03-23,Active
502,Lenovo Sportswear Model-0502,Sports,Sportswear,Lenovo,36689.9,49931.02,Supplier-005,2020-04-14,Active
503,Prestige Washing Machines Model-0503,Home Appliances,Washing Machines,Prestige,36999.61,59379.17,Supplier-049,2021-05-10,Active
504,Prestige Beverages Model-0504,Grocery,Beverages,Prestige,35864.73,47351.71,Supplier-033,2021-05-08,Active
505,Sony Air Conditioners Model-0505,Home Appliances,Air Conditioners,Sony,15915.54,19424.05,Supplier-007,2023-01-05,Active
506,Puma Snacks Model-0506,Grocery,Snacks,Puma,42422.25,48220.73,Supplier-049,2020-12-11,Active
507,Sony Packaged Food Model-0507,Grocery,Packaged Food,Sony,34159.49,60624.2,Supplier-001,2023-09-08,Active
508,Dell Packaged Food Model-0508,Grocery,Packaged Food,Dell,39543.36,66003.7,Supplier-043,2020-12-29,Active
509,Dell Sportswear Model-0509,Sports,Sportswear,Dell,16251.12,19248.16,Supplier-042,2023-06-01,Active
510,Whirlpool Accessories Model-0510,Electronics,Accessories,Whirlpool,28593.69,50345.66,Supplier-035,2020-12-21,Active
511,Dell Refrigerators Model-0511,Home Appliances,Refrigerators,Dell,5394.66,9011.88,Supplier-048,2021-02-24,Active
512,Lenovo Women Clothing Model-0512,Fashion,Women Clothing,Lenovo,5787.1,8128.02,Supplier-029,2020-07-31,Active
513,Prestige Men Clothing Model-0513,Fashion,Men Clothing,Prestige,161.44,282.11,Supplier-020,2025-11-07,Active
514,Nike Smart Watches Model-0514,Electronics,Smart Watches,Nike,33259.52,45442.73,Supplier-010,2020-05-01,Active
515,Dell Beverages Model-0515,Grocery,Beverages,Dell,8904.04,12878.35,Supplier-028,2024-02-16,Active
516,Sony Outdoor Model-0516,Sports,Outdoor,Sony,30534.08,36383.46,Supplier-041,2021-06-01,Active
517,Puma Cricket Model-0517,Sports,Cricket,Puma,17603.53,27837.58,Supplier-030,2021-01-22,Active
518,Whirlpool Fragrances Model-0518,Beauty,Fragrances,Whirlpool,3679.71,6573.06,Supplier-030,2023-06-26,Active
519,Samsung Fitness Equipment Model-0519,Sports,Fitness Equipment,Samsung,11491.2,15440.83,Supplier-037,2025-01-19,Active
520,Dell Washing Machines Model-0520,Home Appliances,Washing Machines,Dell,37385.76,49223.86,Supplier-041,2025-02-05,Active
521,NEXUS Haircare Model-0521,Beauty,Haircare,NEXUS,19862.35,27762.23,Supplier-036,2025-09-18,Active
522,Whirlpool Household Essentials Model-0522,Grocery,Household Essentials,Whirlpool,5879.93,7220.86,Supplier-004,2021-07-12,Active
523,Lenovo Kitchen Appliances Model-0523,Home Appliances,Kitchen Appliances,Lenovo,17297.27,19573.08,Supplier-001,2021-08-02,Active
524,Whirlpool Smart Watches Model-0524,Electronics,Smart Watches,Whirlpool,19569.58,34964.18,Supplier-043,2022-11-13,Active
525,Adidas Smartphones Model-0525,Electronics,Smartphones,Adidas,39854.2,64720.45,Supplier-009,2021-11-10,Active
526,Philips Packaged Food Model-0526,Grocery,Packaged Food,Philips,5839.75,9515.72,Supplier-027,2020-02-23,Active
527,Philips Outdoor Model-0527,Sports,Outdoor,Philips,9372.99,13189.78,Supplier-005,2023-03-05,Active
528,Dell Headphones Model-0528,Electronics,Headphones,Dell,37143.25,48686.63,Supplier-050,2025-03-03,Active
529,HP Haircare Model-0529,Beauty,Haircare,HP,6280.3,8667.74,Supplier-033,2021-01-25,Active
530,Nike Washing Machines Model-0530,Home Appliances,Washing Machines,Nike,47727.53,64505.5,Supplier-013,2023-05-04,Active
531,Dell Accessories Model-0531,Electronics,Accessories,Dell,7002.04,10649.77,Supplier-033,2025-09-19,Active
532,NEXUS Refrigerators Model-0532,Home Appliances,Refrigerators,NEXUS,49065.52,60027.29,Supplier-050,2020-07-23,Active
533,NEXUS Sportswear Model-0533,Sports,Sportswear,NEXUS,32168.95,44395.31,Supplier-022,2025-11-14,Active
534,Nike Microwaves Model-0534,Home Appliances,Microwaves,Nike,2684.76,3962.65,Supplier-023,2024-11-25,Active
535,Samsung Packaged Food Model-0535,Grocery,Packaged Food,Samsung,29238.07,41797.84,Supplier-017,2022-09-25,Active
536,Nike Men Clothing Model-0536,Fashion,Men Clothing,Nike,49423.95,64629.73,Supplier-046,2023-05-17,Active
537,Lenovo Outdoor Model-0537,Sports,Outdoor,Lenovo,44399.96,53194.66,Supplier-044,2020-03-12,Active
538,Adidas Footwear Model-0538,Fashion,Footwear,Adidas,13591.77,20684.14,Supplier-012,2025-11-25,Active
539,Prestige Smart Watches Model-0539,Electronics,Smart Watches,Prestige,34873.36,59193.59,Supplier-038,2023-04-18,Active
540,Whirlpool Washing Machines Model-0540,Home Appliances,Washing Machines,Whirlpool,25731.63,30838.19,Supplier-041,2023-10-04,Active
541,LG Makeup Model-0541,Beauty,Makeup,LG,21971.43,38960.03,Supplier-039,2024-08-07,Active
542,HP Headphones Model-0542,Electronics,Headphones,HP,42914.49,71946.34,Supplier-022,2020-04-05,Active
543,Philips Accessories Model-0543,Fashion,Accessories,Philips,32647.68,44593.0,Supplier-019,2020-10-02,Active
544,Philips Kitchen Appliances Model-0544,Home Appliances,Kitchen Appliances,Philips,41610.17,60516.54,Supplier-005,2020-02-24,Discontinued
545,Adidas Women Clothing Model-0545,Fashion,Women Clothing,Adidas,5204.3,6106.17,Supplier-033,2023-03-02,Active
546,Samsung Refrigerators Model-0546,Home Appliances,Refrigerators,Samsung,21759.9,37536.93,Supplier-024,2024-02-19,Active
547,Whirlpool Football Model-0547,Sports,Football,Whirlpool,11207.09,12707.2,Supplier-044,2023-04-24,Active
548,Adidas Washing Machines Model-0548,Home Appliances,Washing Machines,Adidas,29089.97,49762.6,Supplier-006,2023-11-28,Active
549,Boat Men Clothing Model-0549,Fashion,Men Clothing,Boat,33348.6,51380.02,Supplier-049,2023-09-11,Active
550,Whirlpool Packaged Food Model-0550,Grocery,Packaged Food,Whirlpool,4679.04,8198.61,Supplier-047,2024-12-19,Discontinued
551,Lenovo Women Clothing Model-0551,Fashion,Women Clothing,Lenovo,25271.5,40569.11,Supplier-040,2024-04-18,Active
552,Whirlpool Accessories Model-0552,Fashion,Accessories,Whirlpool,22915.15,36436.81,Supplier-043,2024-05-28,Active
553,Puma Makeup Model-0553,Beauty,Makeup,Puma,34404.71,55937.83,Supplier-030,2024-07-04,Active
554,Sony Haircare Model-0554,Beauty,Haircare,Sony,19203.82,25698.87,Supplier-026,2021-04-14,Active
555,Puma Smartphones Model-0555,Electronics,Smartphones,Puma,28560.87,39589.69,Supplier-037,2024-05-17,Active
556,Nike Beverages Model-0556,Grocery,Beverages,Nike,44588.15,69103.21,Supplier-010,2022-07-17,Active
557,HP Air Conditioners Model-0557,Home Appliances,Air Conditioners,HP,45881.51,66632.37,Supplier-021,2020-12-08,Active
558,Sony Kitchen Appliances Model-0558,Home Appliances,Kitchen Appliances,Sony,49961.96,75889.41,Supplier-019,2024-12-23,Active
559,Boat Men Clothing Model-0559,Fashion,Men Clothing,Boat,36869.54,46321.8,Supplier-016,2024-08-25,Active
560,NEXUS Smartphones Model-0560,Electronics,Smartphones,NEXUS,47783.49,84295.23,Supplier-028,2025-05-11,Active
561,Adidas Fitness Equipment Model-0561,Sports,Fitness Equipment,Adidas,10814.49,17547.13,Supplier-022,2020-05-29,Active
562,Puma Snacks Model-0562,Grocery,Snacks,Puma,33656.22,56042.02,Supplier-043,2024-01-24,Active
563,Dell Snacks Model-0563,Grocery,Snacks,Dell,33923.7,39906.77,Supplier-020,2024-04-13,Active
564,NEXUS Fragrances Model-0564,Beauty,Fragrances,NEXUS,48280.44,75701.18,Supplier-024,2025-01-24,Active
565,Apple Accessories Model-0565,Fashion,Accessories,Apple,41852.18,52005.48,Supplier-025,2022-04-10,Active
566,Philips Women Clothing Model-0566,Fashion,Women Clothing,Philips,39025.91,53985.24,Supplier-010,2025-08-07,Active
567,Samsung Beverages Model-0567,Grocery,Beverages,Samsung,22893.22,31754.53,Supplier-048,2023-10-10,Discontinued
568,Sony Fragrances Model-0568,Beauty,Fragrances,Sony,49999.89,56955.44,Supplier-044,2020-06-30,Active
569,Dell Air Conditioners Model-0569,Home Appliances,Air Conditioners,Dell,24791.39,30100.79,Supplier-043,2022-03-10,Active
570,Puma Football Model-0570,Sports,Football,Puma,3851.47,4934.47,Supplier-045,2024-11-06,Active
571,Dell Football Model-0571,Sports,Football,Dell,5998.36,7669.53,Supplier-011,2021-10-08,Active
572,Whirlpool Sportswear Model-0572,Sports,Sportswear,Whirlpool,9869.18,16804.56,Supplier-038,2022-11-11,Active
573,LG Accessories Model-0573,Fashion,Accessories,LG,13406.63,17211.31,Supplier-006,2025-02-08,Active
574,Puma Beverages Model-0574,Grocery,Beverages,Puma,4908.61,8147.88,Supplier-041,2020-10-26,Active
575,Prestige Packaged Food Model-0575,Grocery,Packaged Food,Prestige,32300.85,47126.35,Supplier-005,2022-09-27,Active
576,Boat Fitness Equipment Model-0576,Sports,Fitness Equipment,Boat,49745.32,62418.64,Supplier-016,2021-04-19,Active
577,NEXUS Fragrances Model-0577,Beauty,Fragrances,NEXUS,17075.12,28640.16,Supplier-042,2020-06-13,Active
578,HP Men Clothing Model-0578,Fashion,Men Clothing,HP,26824.56,39704.69,Supplier-025,2020-08-23,Active
579,Nike Haircare Model-0579,Beauty,Haircare,Nike,49717.27,73743.65,Supplier-039,2024-01-31,Active
580,Samsung Snacks Model-0580,Grocery,Snacks,Samsung,2241.28,2770.25,Supplier-035,2024-12-10,Active
581,Sony Household Essentials Model-0581,Grocery,Household Essentials,Sony,27809.63,43359.64,Supplier-002,2022-11-25,Active
582,Samsung Footwear Model-0582,Fashion,Footwear,Samsung,46594.51,53679.83,Supplier-026,2021-02-04,Active
583,Sony Smart Watches Model-0583,Electronics,Smart Watches,Sony,16461.14,24170.23,Supplier-013,2024-09-13,Active
584,Apple Headphones Model-0584,Electronics,Headphones,Apple,25795.19,28733.31,Supplier-036,2020-01-25,Active
585,Prestige Football Model-0585,Sports,Football,Prestige,13176.37,22512.71,Supplier-038,2025-11-11,Active
586,Philips Makeup Model-0586,Beauty,Makeup,Philips,35449.91,45275.23,Supplier-047,2020-08-07,Active
587,Philips Beverages Model-0587,Grocery,Beverages,Philips,23044.06,38685.73,Supplier-035,2021-08-05,Active
588,Adidas Sportswear Model-0588,Sports,Sportswear,Adidas,33503.85,54592.43,Supplier-017,2023-01-05,Active
589,Adidas Snacks Model-0589,Grocery,Snacks,Adidas,42991.32,60461.14,Supplier-013,2020-09-11,Discontinued
590,LG Packaged Food Model-0590,Grocery,Packaged Food,LG,19851.06,32485.63,Supplier-045,2023-12-15,Active
591,Whirlpool Haircare Model-0591,Beauty,Haircare,Whirlpool,14823.53,23915.96,Supplier-026,2024-10-05,Active
592,Adidas Refrigerators Model-0592,Home Appliances,Refrigerators,Adidas,5614.44,8207.23,Supplier-006,2024-08-11,Active
593,Sony Fragrances Model-0593,Beauty,Fragrances,Sony,43967.9,78324.42,Supplier-016,2022-03-17,Active
594,Whirlpool Kitchen Appliances Model-0594,Home Appliances,Kitchen Appliances,Whirlpool,17668.16,26248.52,Supplier-016,2024-06-03,Active
595,Boat Cricket Model-0595,Sports,Cricket,Boat,2078.51,3346.77,Supplier-004,2021-04-13,Active
596,Nike Laptops Model-0596,Electronics,Laptops,Nike,10292.28,18491.15,Supplier-028,2021-09-20,Active
597,Puma Microwaves Model-0597,Home Appliances,Microwaves,Puma,9290.99,15767.69,Supplier-017,2022-03-07,Active
598,Apple Skincare Model-0598,Beauty,Skincare,Apple,39847.46,44294.79,Supplier-021,2025-06-19,Active
599,Sony Refrigerators Model-0599,Home Appliances,Refrigerators,Sony,32032.68,44761.52,Supplier-025,2025-08-27,Active
600,Apple Household Essentials Model-0600,Grocery,Household Essentials,Apple,6742.51,10564.52,Supplier-033,2025-01-13,Active
601,Puma Footwear Model-0601,Fashion,Footwear,Puma,15551.97,24592.61,Supplier-049,2022-08-13,Active
602,Boat Fitness Equipment Model-0602,Sports,Fitness Equipment,Boat,19975.16,30146.2,Supplier-004,2025-05-10,Active
603,Puma Outdoor Model-0603,Sports,Outdoor,Puma,2130.02,3198.92,Supplier-030,2023-06-07,Active
604,Apple Cricket Model-0604,Sports,Cricket,Apple,29346.69,36921.48,Supplier-024,2025-07-11,Active
605,Whirlpool Skincare Model-0605,Beauty,Skincare,Whirlpool,18198.01,28301.75,Supplier-028,2022-04-26,Active
606,Dell Smart Watches Model-0606,Electronics,Smart Watches,Dell,47896.7,53265.93,Supplier-045,2020-11-18,Active
607,Sony Sportswear Model-0607,Sports,Sportswear,Sony,3569.98,4401.63,Supplier-015,2024-06-22,Active
608,Boat Makeup Model-0608,Beauty,Makeup,Boat,11515.76,20610.16,Supplier-035,2020-12-19,Active
609,Adidas Laptops Model-0609,Electronics,Laptops,Adidas,1529.57,2458.31,Supplier-018,2021-06-08,Active
610,Lenovo Kitchen Appliances Model-0610,Home Appliances,Kitchen Appliances,Lenovo,30548.48,49221.69,Supplier-048,2020-02-06,Active
611,Whirlpool Footwear Model-0611,Fashion,Footwear,Whirlpool,48638.78,56897.12,Supplier-005,2024-10-30,Active
612,HP Beverages Model-0612,Grocery,Beverages,HP,8083.91,13494.67,Supplier-020,2022-10-06,Active
613,Philips Makeup Model-0613,Beauty,Makeup,Philips,22634.34,27972.58,Supplier-048,2022-12-18,Active
614,Prestige Fragrances Model-0614,Beauty,Fragrances,Prestige,36806.97,54167.99,Supplier-040,2022-04-30,Active
615,Sony Smart Watches Model-0615,Electronics,Smart Watches,Sony,23645.15,29983.07,Supplier-033,2025-01-29,Active
616,Whirlpool Accessories Model-0616,Fashion,Accessories,Whirlpool,48550.71,61297.48,Supplier-043,2023-10-31,Active
617,Adidas Beverages Model-0617,Grocery,Beverages,Adidas,33651.64,37738.08,Supplier-018,2023-10-12,Active
618,Philips Women Clothing Model-0618,Fashion,Women Clothing,Philips,12362.17,19081.94,Supplier-035,2025-05-17,Active
619,NEXUS Refrigerators Model-0619,Home Appliances,Refrigerators,NEXUS,29112.24,36779.95,Supplier-035,2020-07-02,Active
620,Whirlpool Accessories Model-0620,Fashion,Accessories,Whirlpool,40075.21,62278.71,Supplier-017,2025-09-23,Active
621,Prestige Refrigerators Model-0621,Home Appliances,Refrigerators,Prestige,6085.85,9935.11,Supplier-028,2020-07-21,Active
622,Adidas Smart Watches Model-0622,Electronics,Smart Watches,Adidas,39553.29,69524.11,Supplier-037,2022-07-28,Active
623,Philips Outdoor Model-0623,Sports,Outdoor,Philips,43550.31,71271.12,Supplier-029,2024-10-01,Active
624,LG Headphones Model-0624,Electronics,Headphones,LG,24006.18,36321.03,Supplier-016,2024-08-11,Active
625,Lenovo Footwear Model-0625,Fashion,Footwear,Lenovo,41331.59,60670.26,Supplier-041,2023-05-13,Active
626,Apple Sportswear Model-0626,Sports,Sportswear,Apple,38218.82,59305.86,Supplier-001,2024-02-12,Active
627,Nike Haircare Model-0627,Beauty,Haircare,Nike,22241.48,38712.55,Supplier-006,2024-05-05,Active
628,Apple Headphones Model-0628,Electronics,Headphones,Apple,40753.71,71460.85,Supplier-029,2020-09-10,Active
629,Nike Cricket Model-0629,Sports,Cricket,Nike,17466.52,20816.5,Supplier-011,2024-02-27,Active
630,Nike Men Clothing Model-0630,Fashion,Men Clothing,Nike,27364.14,40797.26,Supplier-017,2023-08-29,Active
631,HP Accessories Model-0631,Electronics,Accessories,HP,10201.87,16754.77,Supplier-003,2023-11-20,Active
632,Apple Fragrances Model-0632,Beauty,Fragrances,Apple,26075.58,43423.57,Supplier-047,2022-11-18,Active
633,Prestige Accessories Model-0633,Electronics,Accessories,Prestige,14051.87,16271.17,Supplier-021,2025-08-02,Active
634,Prestige Smart Watches Model-0634,Electronics,Smart Watches,Prestige,27627.78,39143.06,Supplier-020,2021-04-29,Active
635,Sony Fragrances Model-0635,Beauty,Fragrances,Sony,43997.39,61072.54,Supplier-012,2023-02-06,Active
636,Apple Laptops Model-0636,Electronics,Laptops,Apple,17071.91,27784.14,Supplier-044,2025-07-11,Active
637,Whirlpool Makeup Model-0637,Beauty,Makeup,Whirlpool,11712.37,16823.49,Supplier-025,2024-09-12,Active
638,Whirlpool Air Conditioners Model-0638,Home Appliances,Air Conditioners,Whirlpool,38967.78,48836.11,Supplier-010,2021-01-30,Active
639,Nike Sportswear Model-0639,Sports,Sportswear,Nike,16144.92,22613.36,Supplier-023,2023-01-30,Active
640,Prestige Packaged Food Model-0640,Grocery,Packaged Food,Prestige,13348.5,21322.1,Supplier-035,2023-11-26,Active
641,Philips Household Essentials Model-0641,Grocery,Household Essentials,Philips,10251.92,12415.84,Supplier-048,2024-09-12,Active
642,Philips Snacks Model-0642,Grocery,Snacks,Philips,7275.56,9120.83,Supplier-008,2020-04-23,Active
643,LG Skincare Model-0643,Beauty,Skincare,LG,9946.82,15747.23,Supplier-033,2020-03-24,Active
644,LG Sportswear Model-0644,Sports,Sportswear,LG,46206.43,76270.54,Supplier-012,2021-06-11,Active
645,Prestige Football Model-0645,Sports,Football,Prestige,15850.15,23430.55,Supplier-046,2021-02-04,Active
646,HP Microwaves Model-0646,Home Appliances,Microwaves,HP,19588.5,31756.28,Supplier-048,2025-01-01,Active
647,Samsung Packaged Food Model-0647,Grocery,Packaged Food,Samsung,6038.66,9473.74,Supplier-029,2024-12-13,Active
648,Sony Smart Watches Model-0648,Electronics,Smart Watches,Sony,5903.43,7799.17,Supplier-013,2025-11-14,Active
649,Dell Haircare Model-0649,Beauty,Haircare,Dell,36811.88,52465.73,Supplier-049,2024-06-03,Active
650,Philips Smartphones Model-0650,Electronics,Smartphones,Philips,37381.87,42833.78,Supplier-011,2022-08-02,Active
651,NEXUS Footwear Model-0651,Fashion,Footwear,NEXUS,41883.41,58787.12,Supplier-046,2020-07-05,Active
652,Dell Microwaves Model-0652,Home Appliances,Microwaves,Dell,27806.3,44850.32,Supplier-048,2025-03-17,Active
653,Adidas Sportswear Model-0653,Sports,Sportswear,Adidas,32313.79,36919.84,Supplier-050,2025-09-16,Active
654,LG Packaged Food Model-0654,Grocery,Packaged Food,LG,42376.01,55499.06,Supplier-049,2024-01-24,Active
655,Philips Beverages Model-0655,Grocery,Beverages,Philips,24818.57,43388.81,Supplier-043,2023-10-20,Active
656,Apple Women Clothing Model-0656,Fashion,Women Clothing,Apple,26084.47,36160.85,Supplier-034,2020-11-08,Active
657,Apple Women Clothing Model-0657,Fashion,Women Clothing,Apple,29625.23,35285.91,Supplier-020,2020-12-22,Discontinued
658,Boat Washing Machines Model-0658,Home Appliances,Washing Machines,Boat,10265.56,17062.2,Supplier-026,2023-05-26,Active
659,HP Snacks Model-0659,Grocery,Snacks,HP,31817.52,41906.8,Supplier-036,2020-09-03,Active
660,Philips Refrigerators Model-0660,Home Appliances,Refrigerators,Philips,14902.51,24698.97,Supplier-015,2023-12-31,Active
661,LG Accessories Model-0661,Electronics,Accessories,LG,4744.26,6801.17,Supplier-043,2025-09-07,Active
662,Lenovo Footwear Model-0662,Fashion,Footwear,Lenovo,26585.83,43228.98,Supplier-037,2024-11-09,Active
663,Apple Refrigerators Model-0663,Home Appliances,Refrigerators,Apple,48085.04,57881.87,Supplier-033,2025-01-06,Active
664,NEXUS Accessories Model-0664,Electronics,Accessories,NEXUS,18895.86,33872.29,Supplier-028,2024-03-06,Active
665,Whirlpool Laptops Model-0665,Electronics,Laptops,Whirlpool,7653.66,10591.49,Supplier-017,2023-04-04,Active
666,Whirlpool Haircare Model-0666,Beauty,Haircare,Whirlpool,30516.68,36905.93,Supplier-003,2024-10-02,Active
667,Adidas Footwear Model-0667,Fashion,Footwear,Adidas,45873.58,78766.25,Supplier-041,2024-09-18,Active
668,Boat Laptops Model-0668,Electronics,Laptops,Boat,48565.02,68374.32,Supplier-005,2020-07-28,Active
669,Boat Footwear Model-0669,Fashion,Footwear,Boat,38867.44,52366.39,Supplier-033,2025-12-04,Discontinued
670,Apple Microwaves Model-0670,Home Appliances,Microwaves,Apple,35062.93,52206.68,Supplier-045,2022-04-23,Active
671,Dell Smart Watches Model-0671,Electronics,Smart Watches,Dell,38545.9,65136.28,Supplier-045,2023-12-06,Active
672,HP Football Model-0672,Sports,Football,HP,5434.25,6215.74,Supplier-047,2025-04-19,Active
673,Philips Snacks Model-0673,Grocery,Snacks,Philips,28056.1,46606.91,Supplier-033,2020-12-28,Active
674,Philips Snacks Model-0674,Grocery,Snacks,Philips,31565.2,44208.19,Supplier-016,2022-04-21,Active
675,Philips Men Clothing Model-0675,Fashion,Men Clothing,Philips,32428.77,37207.72,Supplier-024,2025-05-07,Active
676,Apple Haircare Model-0676,Beauty,Haircare,Apple,5396.87,9536.35,Supplier-002,2022-11-24,Active
677,Apple Fitness Equipment Model-0677,Sports,Fitness Equipment,Apple,28606.74,37302.54,Supplier-028,2023-09-07,Active
678,Apple Packaged Food Model-0678,Grocery,Packaged Food,Apple,29626.7,49387.32,Supplier-013,2024-12-24,Active
679,Prestige Household Essentials Model-0679,Grocery,Household Essentials,Prestige,3256.31,5822.9,Supplier-028,2022-04-20,Active
680,Apple Laptops Model-0680,Electronics,Laptops,Apple,43040.88,66428.17,Supplier-012,2022-06-08,Active
681,Boat Beverages Model-0681,Grocery,Beverages,Boat,49271.44,68806.9,Supplier-016,2021-03-29,Active
682,NEXUS Accessories Model-0682,Fashion,Accessories,NEXUS,49975.74,88961.65,Supplier-026,2020-03-14,Active
683,HP Haircare Model-0683,Beauty,Haircare,HP,6527.77,8952.14,Supplier-011,2022-08-15,Active
684,Sony Smartphones Model-0684,Electronics,Smartphones,Sony,14526.3,24811.38,Supplier-017,2025-09-17,Active
685,NEXUS Haircare Model-0685,Beauty,Haircare,NEXUS,7446.89,11278.33,Supplier-026,2021-06-20,Discontinued
686,Philips Smartphones Model-0686,Electronics,Smartphones,Philips,989.93,1171.85,Supplier-026,2025-11-02,Active
687,HP Microwaves Model-0687,Home Appliances,Microwaves,HP,3543.38,5733.29,Supplier-033,2022-02-03,Active
688,Prestige Air Conditioners Model-0688,Home Appliances,Air Conditioners,Prestige,44344.92,57528.79,Supplier-034,2025-11-13,Active
689,Nike Beverages Model-0689,Grocery,Beverages,Nike,16630.58,25507.31,Supplier-008,2025-11-02,Active
690,Sony Laptops Model-0690,Electronics,Laptops,Sony,28446.3,46984.08,Supplier-010,2022-03-20,Active
691,Dell Beverages Model-0691,Grocery,Beverages,Dell,38137.99,58470.91,Supplier-046,2025-02-16,Active
692,Prestige Laptops Model-0692,Electronics,Laptops,Prestige,26539.77,30114.26,Supplier-021,2023-03-15,Active
693,Lenovo Headphones Model-0693,Electronics,Headphones,Lenovo,14935.94,19806.14,Supplier-013,2022-01-19,Active
694,Puma Laptops Model-0694,Electronics,Laptops,Puma,49329.4,75656.77,Supplier-031,2020-05-20,Active
695,HP Microwaves Model-0695,Home Appliances,Microwaves,HP,30741.55,36339.69,Supplier-044,2021-03-06,Active
696,Boat Skincare Model-0696,Beauty,Skincare,Boat,40934.48,58183.71,Supplier-037,2024-09-19,Active
697,Lenovo Women Clothing Model-0697,Fashion,Women Clothing,Lenovo,19196.49,21254.69,Supplier-018,2023-07-07,Active
698,Boat Footwear Model-0698,Fashion,Footwear,Boat,30369.9,36376.6,Supplier-024,2022-08-01,Active
699,LG Haircare Model-0699,Beauty,Haircare,LG,45147.61,76492.85,Supplier-045,2023-11-15,Active
700,Nike Microwaves Model-0700,Home Appliances,Microwaves,Nike,13771.38,24300.27,Supplier-047,2021-05-08,Active
701,Prestige Air Conditioners Model-0701,Home Appliances,Air Conditioners,Prestige,29619.77,51982.43,Supplier-019,2022-09-18,Active
702,NEXUS Refrigerators Model-0702,Home Appliances,Refrigerators,NEXUS,29031.59,47715.26,Supplier-023,2025-09-23,Active
703,LG Men Clothing Model-0703,Fashion,Men Clothing,LG,30115.04,52335.37,Supplier-033,2023-12-23,Active
704,Boat Outdoor Model-0704,Sports,Outdoor,Boat,1201.34,1687.52,Supplier-017,2020-05-23,Active
705,Philips Makeup Model-0705,Beauty,Makeup,Philips,28779.16,48444.42,Supplier-036,2021-06-17,Active
